electrode,x,y,z,w,h,d,default,all,bank0,double_length,bank1,bank2,bank3,bank4
451.0,2.0,3575.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
452.0,-30.0,3590.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
453.0,2.0,3590.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
454.0,-30.0,3605.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
455.0,2.0,3605.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
456.0,-30.0,3620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
457.0,2.0,3620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
458.0,-30.0,3635.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
459.0,2.0,3635.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
460.0,-30.0,3650.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
461.0,2.0,3650.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
462.0,-30.0,3665.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
463.0,2.0,3665.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
464.0,-30.0,3680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
465.0,2.0,3680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
466.0,-30.0,3695.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
467.0,2.0,3695.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
468.0,-30.0,3710.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
469.0,2.0,3710.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
470.0,-30.0,3725.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
471.0,2.0,3725.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
472.0,-30.0,3740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
473.0,2.0,3740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
474.0,-30.0,3755.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
475.0,2.0,3755.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
476.0,-30.0,3770.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
477.0,2.0,3770.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
478.0,-30.0,3785.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
479.0,2.0,3785.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
480.0,-30.0,3800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
481.0,2.0,3800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
482.0,-30.0,3815.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
483.0,2.0,3815.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
484.0,-30.0,3830.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
485.0,2.0,3830.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
486.0,-30.0,3845.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
487.0,2.0,3845.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
488.0,-30.0,3860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
489.0,2.0,3860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
490.0,-30.0,3875.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
491.0,2.0,3875.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
492.0,-30.0,3890.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
493.0,2.0,3890.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
494.0,-30.0,3905.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
495.0,2.0,3905.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
496.0,-30.0,3920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
497.0,2.0,3920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
498.0,-30.0,3935.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
499.0,2.0,3935.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
500.0,-30.0,3950.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501.0,2.0,3950.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
502.0,-30.0,3965.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
503.0,2.0,3965.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
504.0,-30.0,3980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
505.0,2.0,3980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
506.0,-30.0,3995.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
507.0,2.0,3995.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
508.0,-30.0,4010.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
509.0,2.0,4010.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
510.0,-30.0,4025.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
511.0,2.0,4025.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
512.0,-30.0,4040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
513.0,2.0,4040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
514.0,-30.0,4055.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
515.0,2.0,4055.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
516.0,-30.0,4070.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
517.0,2.0,4070.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
518.0,-30.0,4085.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
519.0,2.0,4085.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
520.0,-30.0,4100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
521.0,2.0,4100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
522.0,-30.0,4115.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
523.0,2.0,4115.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524.0,-30.0,4130.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
525.0,2.0,4130.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
526.0,-30.0,4145.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
527.0,2.0,4145.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
528.0,-30.0,4160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
529.0,2.0,4160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530.0,-30.0,4175.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
531.0,2.0,4175.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
532.0,-30.0,4190.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
533.0,2.0,4190.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
534.0,-30.0,4205.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
535.0,2.0,4205.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
536.0,-30.0,4220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
537.0,2.0,4220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
538.0,-30.0,4235.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
539.0,2.0,4235.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
540.0,-30.0,4250.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
541.0,2.0,4250.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
542.0,-30.0,4265.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
543.0,2.0,4265.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
544.0,-30.0,4280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
545.0,2.0,4280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
546.0,-30.0,4295.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
547.0,2.0,4295.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548.0,-30.0,4310.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
549.0,2.0,4310.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550.0,-30.0,4325.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
551.0,2.0,4325.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
552.0,-30.0,4340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
553.0,2.0,4340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
554.0,-30.0,4355.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
555.0,2.0,4355.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
556.0,-30.0,4370.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
557.0,2.0,4370.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558.0,-30.0,4385.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
559.0,2.0,4385.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
560.0,-30.0,4400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
561.0,2.0,4400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
562.0,-30.0,4415.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
563.0,2.0,4415.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
564.0,-30.0,4430.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
565.0,2.0,4430.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
566.0,-30.0,4445.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
567.0,2.0,4445.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
568.0,-30.0,4460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
569.0,2.0,4460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
570.0,-30.0,4475.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
571.0,2.0,4475.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
572.0,-30.0,4490.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
573.0,2.0,4490.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
574.0,-30.0,4505.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
575.0,2.0,4505.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
576.0,-30.0,4520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
577.0,2.0,4520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
578.0,-30.0,4535.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
579.0,2.0,4535.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
580.0,-30.0,4550.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
581.0,2.0,4550.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
582.0,-30.0,4565.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
583.0,2.0,4565.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
584.0,-30.0,4580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
585.0,2.0,4580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
586.0,-30.0,4595.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
587.0,2.0,4595.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
588.0,-30.0,4610.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
589.0,2.0,4610.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
590.0,-30.0,4625.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
591.0,2.0,4625.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
592.0,-30.0,4640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
593.0,2.0,4640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
594.0,-30.0,4655.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
595.0,2.0,4655.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
596.0,-30.0,4670.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
597.0,2.0,4670.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
598.0,-30.0,4685.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
599.0,2.0,4685.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
600.0,-30.0,4700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
601.0,2.0,4700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
602.0,-30.0,4715.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
603.0,2.0,4715.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
604.0,-30.0,4730.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
605.0,2.0,4730.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
606.0,-30.0,4745.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
607.0,2.0,4745.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
608.0,-30.0,4760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
609.0,2.0,4760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
610.0,-30.0,4775.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
611.0,2.0,4775.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
612.0,-30.0,4790.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
613.0,2.0,4790.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
614.0,-30.0,4805.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
615.0,2.0,4805.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
616.0,-30.0,4820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
617.0,2.0,4820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
618.0,-30.0,4835.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
619.0,2.0,4835.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
620.0,-30.0,4850.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
621.0,2.0,4850.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
622.0,-30.0,4865.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
623.0,2.0,4865.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
624.0,-30.0,4880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
625.0,2.0,4880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
626.0,-30.0,4895.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
627.0,2.0,4895.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
628.0,-30.0,4910.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
629.0,2.0,4910.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
630.0,-30.0,4925.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
631.0,2.0,4925.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
632.0,-30.0,4940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
633.0,2.0,4940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
634.0,-30.0,4955.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
635.0,2.0,4955.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
636.0,-30.0,4970.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
637.0,2.0,4970.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
638.0,-30.0,4985.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
639.0,2.0,4985.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
640.0,-30.0,5000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
641.0,2.0,5000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
642.0,-30.0,5015.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
643.0,2.0,5015.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
644.0,-30.0,5030.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
645.0,2.0,5030.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
646.0,-30.0,5045.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
647.0,2.0,5045.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
648.0,-30.0,5060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
649.0,2.0,5060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
650.0,-30.0,5075.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
651.0,2.0,5075.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
652.0,-30.0,5090.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
653.0,2.0,5090.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
654.0,-30.0,5105.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
655.0,2.0,5105.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
656.0,-30.0,5120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
657.0,2.0,5120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
658.0,-30.0,5135.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
659.0,2.0,5135.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
660.0,-30.0,5150.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
661.0,2.0,5150.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
662.0,-30.0,5165.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
663.0,2.0,5165.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
664.0,-30.0,5180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665.0,2.0,5180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
666.0,-30.0,5195.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
667.0,2.0,5195.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
668.0,-30.0,5210.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
669.0,2.0,5210.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
670.0,-30.0,5225.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
671.0,2.0,5225.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
672.0,-30.0,5240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
673.0,2.0,5240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
674.0,-30.0,5255.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
675.0,2.0,5255.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
676.0,-30.0,5270.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
