electrode,x,y,z,w,h,d,default,all,bank0,double_length
305.0,18.0,3240.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
306.0,-30.0,3260.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
307.0,2.0,3260.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
308.0,-14.0,3280.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
309.0,18.0,3280.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
310.0,-30.0,3300.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
311.0,2.0,3300.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
312.0,-14.0,3320.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
313.0,18.0,3320.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
314.0,-30.0,3340.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
315.0,2.0,3340.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
316.0,-14.0,3360.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
317.0,18.0,3360.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
318.0,-30.0,3380.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
319.0,2.0,3380.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
320.0,-14.0,3400.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
321.0,18.0,3400.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
322.0,-30.0,3420.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
323.0,2.0,3420.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
324.0,-14.0,3440.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
325.0,18.0,3440.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
326.0,-30.0,3460.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
327.0,2.0,3460.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
328.0,-14.0,3480.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
329.0,18.0,3480.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
330.0,-30.0,3500.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
331.0,2.0,3500.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
332.0,-14.0,3520.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
333.0,18.0,3520.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
334.0,-30.0,3540.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
335.0,2.0,3540.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
336.0,-14.0,3560.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
337.0,18.0,3560.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
338.0,-30.0,3580.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
339.0,2.0,3580.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
340.0,-14.0,3600.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
341.0,18.0,3600.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
342.0,-30.0,3620.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
343.0,2.0,3620.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
344.0,-14.0,3640.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
345.0,18.0,3640.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
346.0,-30.0,3660.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
347.0,2.0,3660.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
348.0,-14.0,3680.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
349.0,18.0,3680.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
350.0,-30.0,3700.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
351.0,2.0,3700.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
352.0,-14.0,3720.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
353.0,18.0,3720.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
354.0,-30.0,3740.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
355.0,2.0,3740.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
356.0,-14.0,3760.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
357.0,18.0,3760.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
358.0,-30.0,3780.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
359.0,2.0,3780.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
360.0,-14.0,3800.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
361.0,18.0,3800.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
362.0,-30.0,3820.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
363.0,2.0,3820.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
364.0,-14.0,3840.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
365.0,18.0,3840.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
366.0,-30.0,3860.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
367.0,2.0,3860.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
368.0,-14.0,3880.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
369.0,18.0,3880.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
370.0,-30.0,3900.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
371.0,2.0,3900.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
372.0,-14.0,3920.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
373.0,18.0,3920.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
374.0,-30.0,3940.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
375.0,2.0,3940.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
376.0,-14.0,3960.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
377.0,18.0,3960.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
378.0,-30.0,3980.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
379.0,2.0,3980.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
380.0,-14.0,4000.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
381.0,18.0,4000.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
382.0,-30.0,4020.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,0.0
383.0,2.0,4020.0,0.0,12.0,12.0,24.0,1.0,1.0,1.0,1.0
384.0,-14.0,4040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
385.0,18.0,4040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
386.0,-30.0,4060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
387.0,2.0,4060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
388.0,-14.0,4080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
389.0,18.0,4080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
390.0,-30.0,4100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
391.0,2.0,4100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
392.0,-14.0,4120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
393.0,18.0,4120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
394.0,-30.0,4140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
395.0,2.0,4140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
396.0,-14.0,4160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
397.0,18.0,4160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
398.0,-30.0,4180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
399.0,2.0,4180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
400.0,-14.0,4200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
401.0,18.0,4200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
402.0,-30.0,4220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
403.0,2.0,4220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
404.0,-14.0,4240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
405.0,18.0,4240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
406.0,-30.0,4260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
407.0,2.0,4260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
408.0,-14.0,4280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
409.0,18.0,4280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
410.0,-30.0,4300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
411.0,2.0,4300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
412.0,-14.0,4320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
413.0,18.0,4320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
414.0,-30.0,4340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
415.0,2.0,4340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
416.0,-14.0,4360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
417.0,18.0,4360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
418.0,-30.0,4380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
419.0,2.0,4380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
420.0,-14.0,4400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
421.0,18.0,4400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
422.0,-30.0,4420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
423.0,2.0,4420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
424.0,-14.0,4440.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
425.0,18.0,4440.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
426.0,-30.0,4460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
427.0,2.0,4460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
428.0,-14.0,4480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
429.0,18.0,4480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
430.0,-30.0,4500.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
431.0,2.0,4500.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
432.0,-14.0,4520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
433.0,18.0,4520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
434.0,-30.0,4540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
435.0,2.0,4540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
436.0,-14.0,4560.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
437.0,18.0,4560.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
438.0,-30.0,4580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
439.0,2.0,4580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
440.0,-14.0,4600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
441.0,18.0,4600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
442.0,-30.0,4620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
443.0,2.0,4620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
444.0,-14.0,4640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
445.0,18.0,4640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
446.0,-30.0,4660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
447.0,2.0,4660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
448.0,-14.0,4680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
449.0,18.0,4680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
450.0,-30.0,4700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
451.0,2.0,4700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
452.0,-14.0,4720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
453.0,18.0,4720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
454.0,-30.0,4740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
455.0,2.0,4740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
456.0,-14.0,4760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
457.0,18.0,4760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
458.0,-30.0,4780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
459.0,2.0,4780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
460.0,-14.0,4800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
461.0,18.0,4800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
462.0,-30.0,4820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
463.0,2.0,4820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
464.0,-14.0,4840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
465.0,18.0,4840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
466.0,-30.0,4860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
467.0,2.0,4860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
468.0,-14.0,4880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
469.0,18.0,4880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
470.0,-30.0,4900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
471.0,2.0,4900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
472.0,-14.0,4920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
473.0,18.0,4920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
474.0,-30.0,4940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
475.0,2.0,4940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
476.0,-14.0,4960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
477.0,18.0,4960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
478.0,-30.0,4980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
479.0,2.0,4980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
480.0,-14.0,5000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
481.0,18.0,5000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
482.0,-30.0,5020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
483.0,2.0,5020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
484.0,-14.0,5040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
485.0,18.0,5040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
486.0,-30.0,5060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
487.0,2.0,5060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
488.0,-14.0,5080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
489.0,18.0,5080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
490.0,-30.0,5100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
491.0,2.0,5100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
492.0,-14.0,5120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
493.0,18.0,5120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
494.0,-30.0,5140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
495.0,2.0,5140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
496.0,-14.0,5160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
497.0,18.0,5160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
498.0,-30.0,5180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
499.0,2.0,5180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
500.0,-14.0,5200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
501.0,18.0,5200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
502.0,-30.0,5220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
503.0,2.0,5220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
504.0,-14.0,5240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
505.0,18.0,5240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
506.0,-30.0,5260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
507.0,2.0,5260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
508.0,-14.0,5280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
509.0,18.0,5280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
510.0,-30.0,5300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
511.0,2.0,5300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
512.0,-14.0,5320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
513.0,18.0,5320.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
514.0,-30.0,5340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
515.0,2.0,5340.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
516.0,-14.0,5360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
517.0,18.0,5360.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
518.0,-30.0,5380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
519.0,2.0,5380.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
520.0,-14.0,5400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
521.0,18.0,5400.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
522.0,-30.0,5420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
523.0,2.0,5420.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
524.0,-14.0,5440.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
525.0,18.0,5440.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
526.0,-30.0,5460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
527.0,2.0,5460.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
528.0,-14.0,5480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
529.0,18.0,5480.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
530.0,-30.0,5500.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
531.0,2.0,5500.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
532.0,-14.0,5520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
533.0,18.0,5520.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
534.0,-30.0,5540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
535.0,2.0,5540.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
536.0,-14.0,5560.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
537.0,18.0,5560.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
538.0,-30.0,5580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
539.0,2.0,5580.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
540.0,-14.0,5600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
541.0,18.0,5600.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
542.0,-30.0,5620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
543.0,2.0,5620.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
544.0,-14.0,5640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
545.0,18.0,5640.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
546.0,-30.0,5660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
547.0,2.0,5660.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
548.0,-14.0,5680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
549.0,18.0,5680.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
550.0,-30.0,5700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
551.0,2.0,5700.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
552.0,-14.0,5720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
553.0,18.0,5720.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
554.0,-30.0,5740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
555.0,2.0,5740.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
556.0,-14.0,5760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
557.0,18.0,5760.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
558.0,-30.0,5780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
559.0,2.0,5780.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
560.0,-14.0,5800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
561.0,18.0,5800.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
562.0,-30.0,5820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
563.0,2.0,5820.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
564.0,-14.0,5840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
565.0,18.0,5840.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
566.0,-30.0,5860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
567.0,2.0,5860.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
568.0,-14.0,5880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
569.0,18.0,5880.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
570.0,-30.0,5900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
571.0,2.0,5900.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
572.0,-14.0,5920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
573.0,18.0,5920.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
574.0,-30.0,5940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
575.0,2.0,5940.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
576.0,-14.0,5960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
577.0,18.0,5960.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
578.0,-30.0,5980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
579.0,2.0,5980.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
580.0,-14.0,6000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
581.0,18.0,6000.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
582.0,-30.0,6020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
583.0,2.0,6020.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
584.0,-14.0,6040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
585.0,18.0,6040.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
586.0,-30.0,6060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
587.0,2.0,6060.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
588.0,-14.0,6080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
589.0,18.0,6080.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
590.0,-30.0,6100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
591.0,2.0,6100.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
592.0,-14.0,6120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
593.0,18.0,6120.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
594.0,-30.0,6140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
595.0,2.0,6140.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
596.0,-14.0,6160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
597.0,18.0,6160.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
598.0,-30.0,6180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
599.0,2.0,6180.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
600.0,-14.0,6200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
601.0,18.0,6200.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
602.0,-30.0,6220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
603.0,2.0,6220.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
604.0,-14.0,6240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
605.0,18.0,6240.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
606.0,-30.0,6260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
607.0,2.0,6260.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
608.0,-14.0,6280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
609.0,18.0,6280.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
610.0,-30.0,6300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,1.0
611.0,2.0,6300.0,0.0,12.0,12.0,24.0,0.0,1.0,0.0,0.0
