electrode,x,y,z,w,h,d,default,all,bank0,double_length
593,2,4640,0,12,12,24,0,1,0,0
594,-30,4655,0,12,12,24,0,1,0,1
595,2,4655,0,12,12,24,0,1,0,0
596,-30,4670,0,12,12,24,0,1,0,1
597,2,4670,0,12,12,24,0,1,0,0
598,-30,4685,0,12,12,24,0,1,0,1
599,2,4685,0,12,12,24,0,1,0,0
600,-30,4700,0,12,12,24,0,1,0,1
601,2,4700,0,12,12,24,0,1,0,0
602,-30,4715,0,12,12,24,0,1,0,1
603,2,4715,0,12,12,24,0,1,0,0
604,-30,4730,0,12,12,24,0,1,0,1
605,2,4730,0,12,12,24,0,1,0,0
606,-30,4745,0,12,12,24,0,1,0,1
607,2,4745,0,12,12,24,0,1,0,0
608,-30,4760,0,12,12,24,0,1,0,1
609,2,4760,0,12,12,24,0,1,0,0
610,-30,4775,0,12,12,24,0,1,0,1
611,2,4775,0,12,12,24,0,1,0,0
612,-30,4790,0,12,12,24,0,1,0,1
613,2,4790,0,12,12,24,0,1,0,0
614,-30,4805,0,12,12,24,0,1,0,1
615,2,4805,0,12,12,24,0,1,0,0
616,-30,4820,0,12,12,24,0,1,0,1
617,2,4820,0,12,12,24,0,1,0,0
618,-30,4835,0,12,12,24,0,1,0,1
619,2,4835,0,12,12,24,0,1,0,0
620,-30,4850,0,12,12,24,0,1,0,1
621,2,4850,0,12,12,24,0,1,0,0
622,-30,4865,0,12,12,24,0,1,0,1
623,2,4865,0,12,12,24,0,1,0,0
624,-30,4880,0,12,12,24,0,1,0,1
625,2,4880,0,12,12,24,0,1,0,0
626,-30,4895,0,12,12,24,0,1,0,1
627,2,4895,0,12,12,24,0,1,0,0
628,-30,4910,0,12,12,24,0,1,0,1
629,2,4910,0,12,12,24,0,1,0,0
630,-30,4925,0,12,12,24,0,1,0,1
631,2,4925,0,12,12,24,0,1,0,0
632,-30,4940,0,12,12,24,0,1,0,1
633,2,4940,0,12,12,24,0,1,0,0
634,-30,4955,0,12,12,24,0,1,0,1
635,2,4955,0,12,12,24,0,1,0,0
636,-30,4970,0,12,12,24,0,1,0,1
637,2,4970,0,12,12,24,0,1,0,0
638,-30,4985,0,12,12,24,0,1,0,1
639,2,4985,0,12,12,24,0,1,0,0
640,-30,5000,0,12,12,24,0,1,0,1
641,2,5000,0,12,12,24,0,1,0,0
642,-30,5015,0,12,12,24,0,1,0,1
643,2,5015,0,12,12,24,0,1,0,0
644,-30,5030,0,12,12,24,0,1,0,1
645,2,5030,0,12,12,24,0,1,0,0
646,-30,5045,0,12,12,24,0,1,0,1
647,2,5045,0,12,12,24,0,1,0,0
648,-30,5060,0,12,12,24,0,1,0,1
649,2,5060,0,12,12,24,0,1,0,0
650,-30,5075,0,12,12,24,0,1,0,1
651,2,5075,0,12,12,24,0,1,0,0
652,-30,5090,0,12,12,24,0,1,0,1
653,2,5090,0,12,12,24,0,1,0,0
654,-30,5105,0,12,12,24,0,1,0,1
655,2,5105,0,12,12,24,0,1,0,0
656,-30,5120,0,12,12,24,0,1,0,1
657,2,5120,0,12,12,24,0,1,0,0
658,-30,5135,0,12,12,24,0,1,0,1
659,2,5135,0,12,12,24,0,1,0,0
660,-30,5150,0,12,12,24,0,1,0,1
661,2,5150,0,12,12,24,0,1,0,0
662,-30,5165,0,12,12,24,0,1,0,1
663,2,5165,0,12,12,24,0,1,0,0
664,-30,5180,0,12,12,24,0,1,0,1
665,2,5180,0,12,12,24,0,1,0,0
666,-30,5195,0,12,12,24,0,1,0,1
667,2,5195,0,12,12,24,0,1,0,0
668,-30,5210,0,12,12,24,0,1,0,1
669,2,5210,0,12,12,24,0,1,0,0
670,-30,5225,0,12,12,24,0,1,0,1
671,2,5225,0,12,12,24,0,1,0,0
672,-30,5240,0,12,12,24,0,1,0,1
673,2,5240,0,12,12,24,0,1,0,0
674,-30,5255,0,12,12,24,0,1,0,1
675,2,5255,0,12,12,24,0,1,0,0
676,-30,5270,0,12,12,24,0,1,0,1
677,2,5270,0,12,12,24,0,1,0,0
678,-30,5285,0,12,12,24,0,1,0,1
679,2,5285,0,12,12,24,0,1,0,0
680,-30,5300,0,12,12,24,0,1,0,1
681,2,5300,0,12,12,24,0,1,0,0
682,-30,5315,0,12,12,24,0,1,0,1
683,2,5315,0,12,12,24,0,1,0,0
684,-30,5330,0,12,12,24,0,1,0,1
685,2,5330,0,12,12,24,0,1,0,0
686,-30,5345,0,12,12,24,0,1,0,1
687,2,5345,0,12,12,24,0,1,0,0
688,-30,5360,0,12,12,24,0,1,0,1
689,2,5360,0,12,12,24,0,1,0,0
690,-30,5375,0,12,12,24,0,1,0,1
691,2,5375,0,12,12,24,0,1,0,0
692,-30,5390,0,12,12,24,0,1,0,1
693,2,5390,0,12,12,24,0,1,0,0
694,-30,5405,0,12,12,24,0,1,0,1
695,2,5405,0,12,12,24,0,1,0,0
696,-30,5420,0,12,12,24,0,1,0,1
697,2,5420,0,12,12,24,0,1,0,0
698,-30,5435,0,12,12,24,0,1,0,1
699,2,5435,0,12,12,24,0,1,0,0
700,-30,5450,0,12,12,24,0,1,0,1
701,2,5450,0,12,12,24,0,1,0,0
702,-30,5465,0,12,12,24,0,1,0,1
703,2,5465,0,12,12,24,0,1,0,0
704,-30,5480,0,12,12,24,0,1,0,1
705,2,5480,0,12,12,24,0,1,0,0
706,-30,5495,0,12,12,24,0,1,0,1
707,2,5495,0,12,12,24,0,1,0,0
708,-30,5510,0,12,12,24,0,1,0,1
709,2,5510,0,12,12,24,0,1,0,0
710,-30,5525,0,12,12,24,0,1,0,1
711,2,5525,0,12,12,24,0,1,0,0
712,-30,5540,0,12,12,24,0,1,0,1
713,2,5540,0,12,12,24,0,1,0,0
714,-30,5555,0,12,12,24,0,1,0,1
715,2,5555,0,12,12,24,0,1,0,0
716,-30,5570,0,12,12,24,0,1,0,1
717,2,5570,0,12,12,24,0,1,0,0
718,-30,5585,0,12,12,24,0,1,0,1
719,2,5585,0,12,12,24,0,1,0,0
720,-30,5600,0,12,12,24,0,1,0,1
721,2,5600,0,12,12,24,0,1,0,0
722,-30,5615,0,12,12,24,0,1,0,1
723,2,5615,0,12,12,24,0,1,0,0
724,-30,5630,0,12,12,24,0,1,0,1
725,2,5630,0,12,12,24,0,1,0,0
726,-30,5645,0,12,12,24,0,1,0,1
727,2,5645,0,12,12,24,0,1,0,0
728,-30,5660,0,12,12,24,0,1,0,1
729,2,5660,0,12,12,24,0,1,0,0
730,-30,5675,0,12,12,24,0,1,0,1
731,2,5675,0,12,12,24,0,1,0,0
732,-30,5690,0,12,12,24,0,1,0,1
733,2,5690,0,12,12,24,0,1,0,0
734,-30,5705,0,12,12,24,0,1,0,1
735,2,5705,0,12,12,24,0,1,0,0
736,-30,5720,0,12,12,24,0,1,0,1
737,2,5720,0,12,12,24,0,1,0,0
738,-30,5735,0,12,12,24,0,1,0,1
739,2,5735,0,12,12,24,0,1,0,0
740,-30,5750,0,12,12,24,0,1,0,1
741,2,5750,0,12,12,24,0,1,0,0
742,-30,5765,0,12,12,24,0,1,0,1
743,2,5765,0,12,12,24,0,1,0,0
744,-30,5780,0,12,12,24,0,1,0,1
745,2,5780,0,12,12,24,0,1,0,0
746,-30,5795,0,12,12,24,0,1,0,1
747,2,5795,0,12,12,24,0,1,0,0
748,-30,5810,0,12,12,24,0,1,0,1
749,2,5810,0,12,12,24,0,1,0,0
750,-30,5825,0,12,12,24,0,1,0,1
751,2,5825,0,12,12,24,0,1,0,0
752,-30,5840,0,12,12,24,0,1,0,1
753,2,5840,0,12,12,24,0,1,0,0
754,-30,5855,0,12,12,24,0,1,0,1
755,2,5855,0,12,12,24,0,1,0,0
756,-30,5870,0,12,12,24,0,1,0,1
757,2,5870,0,12,12,24,0,1,0,0
758,-30,5885,0,12,12,24,0,1,0,1
759,2,5885,0,12,12,24,0,1,0,0
760,-30,5900,0,12,12,24,0,1,0,1
761,2,5900,0,12,12,24,0,1,0,0
762,-30,5915,0,12,12,24,0,1,0,1
763,2,5915,0,12,12,24,0,1,0,0
764,-30,5930,0,12,12,24,0,1,0,1
765,2,5930,0,12,12,24,0,1,0,0
766,-30,5945,0,12,12,24,0,1,0,1
767,2,5945,0,12,12,24,0,1,0,0
768,-30,5960,0,12,12,24,0,1,0,0
769,2,5960,0,12,12,24,0,1,0,0
770,-30,5975,0,12,12,24,0,1,0,0
771,2,5975,0,12,12,24,0,1,0,0
772,-30,5990,0,12,12,24,0,1,0,0
773,2,5990,0,12,12,24,0,1,0,0
774,-30,6005,0,12,12,24,0,1,0,0
775,2,6005,0,12,12,24,0,1,0,0
776,-30,6020,0,12,12,24,0,1,0,0
777,2,6020,0,12,12,24,0,1,0,0
778,-30,6035,0,12,12,24,0,1,0,0
779,2,6035,0,12,12,24,0,1,0,0
780,-30,6050,0,12,12,24,0,1,0,0
781,2,6050,0,12,12,24,0,1,0,0
782,-30,6065,0,12,12,24,0,1,0,0
783,2,6065,0,12,12,24,0,1,0,0
784,-30,6080,0,12,12,24,0,1,0,0
785,2,6080,0,12,12,24,0,1,0,0
786,-30,6095,0,12,12,24,0,1,0,0
787,2,6095,0,12,12,24,0,1,0,0
788,-30,6110,0,12,12,24,0,1,0,0
789,2,6110,0,12,12,24,0,1,0,0
790,-30,6125,0,12,12,24,0,1,0,0
791,2,6125,0,12,12,24,0,1,0,0
792,-30,6140,0,12,12,24,0,1,0,0
793,2,6140,0,12,12,24,0,1,0,0
794,-30,6155,0,12,12,24,0,1,0,0
795,2,6155,0,12,12,24,0,1,0,0
796,-30,6170,0,12,12,24,0,1,0,0
797,2,6170,0,12,12,24,0,1,0,0
798,-30,6185,0,12,12,24,0,1,0,0
799,2,6185,0,12,12,24,0,1,0,0
800,-30,6200,0,12,12,24,0,1,0,0
801,2,6200,0,12,12,24,0,1,0,0
802,-30,6215,0,12,12,24,0,1,0,0
803,2,6215,0,12,12,24,0,1,0,0
804,-30,6230,0,12,12,24,0,1,0,0
805,2,6230,0,12,12,24,0,1,0,0
806,-30,6245,0,12,12,24,0,1,0,0
807,2,6245,0,12,12,24,0,1,0,0
808,-30,6260,0,12,12,24,0,1,0,0
809,2,6260,0,12,12,24,0,1,0,0
810,-30,6275,0,12,12,24,0,1,0,0
811,2,6275,0,12,12,24,0,1,0,0
812,-30,6290,0,12,12,24,0,1,0,0
813,2,6290,0,12,12,24,0,1,0,0
814,-30,6305,0,12,12,24,0,1,0,0
815,2,6305,0,12,12,24,0,1,0,0
816,-30,6320,0,12,12,24,0,1,0,0
817,2,6320,0,12,12,24,0,1,0,0
818,-30,6335,0,12,12,24,0,1,0,0
819,2,6335,0,12,12,24,0,1,0,0
820,-30,6350,0,12,12,24,0,1,0,0
821,2,6350,0,12,12,24,0,1,0,0
822,-30,6365,0,12,12,24,0,1,0,0
823,2,6365,0,12,12,24,0,1,0,0
824,-30,6380,0,12,12,24,0,1,0,0
825,2,6380,0,12,12,24,0,1,0,0
826,-30,6395,0,12,12,24,0,1,0,0
827,2,6395,0,12,12,24,0,1,0,0
828,-30,6410,0,12,12,24,0,1,0,0
829,2,6410,0,12,12,24,0,1,0,0
830,-30,6425,0,12,12,24,0,1,0,0
831,2,6425,0,12,12,24,0,1,0,0
832,-30,6440,0,12,12,24,0,1,0,0
833,2,6440,0,12,12,24,0,1,0,0
834,-30,6455,0,12,12,24,0,1,0,0
835,2,6455,0,12,12,24,0,1,0,0
836,-30,6470,0,12,12,24,0,1,0,0
837,2,6470,0,12,12,24,0,1,0,0
838,-30,6485,0,12,12,24,0,1,0,0
839,2,6485,0,12,12,24,0,1,0,0
840,-30,6500,0,12,12,24,0,1,0,0
841,2,6500,0,12,12,24,0,1,0,0
842,-30,6515,0,12,12,24,0,1,0,0
843,2,6515,0,12,12,24,0,1,0,0
844,-30,6530,0,12,12,24,0,1,0,0
845,2,6530,0,12,12,24,0,1,0,0
846,-30,6545,0,12,12,24,0,1,0,0
847,2,6545,0,12,12,24,0,1,0,0
848,-30,6560,0,12,12,24,0,1,0,0
849,2,6560,0,12,12,24,0,1,0,0
850,-30,6575,0,12,12,24,0,1,0,0
851,2,6575,0,12,12,24,0,1,0,0
852,-30,6590,0,12,12,24,0,1,0,0
853,2,6590,0,12,12,24,0,1,0,0
854,-30,6605,0,12,12,24,0,1,0,0
855,2,6605,0,12,12,24,0,1,0,0
856,-30,6620,0,12,12,24,0,1,0,0
857,2,6620,0,12,12,24,0,1,0,0
858,-30,6635,0,12,12,24,0,1,0,0
859,2,6635,0,12,12,24,0,1,0,0
860,-30,6650,0,12,12,24,0,1,0,0
861,2,6650,0,12,12,24,0,1,0,0
862,-30,6665,0,12,12,24,0,1,0,0
863,2,6665,0,12,12,24,0,1,0,0
864,-30,6680,0,12,12,24,0,1,0,0
865,2,6680,0,12,12,24,0,1,0,0
866,-30,6695,0,12,12,24,0,1,0,0
867,2,6695,0,12,12,24,0,1,0,0
868,-30,6710,0,12,12,24,0,1,0,0
869,2,6710,0,12,12,24,0,1,0,0
870,-30,6725,0,12,12,24,0,1,0,0
871,2,6725,0,12,12,24,0,1,0,0
872,-30,6740,0,12,12,24,0,1,0,0
873,2,6740,0,12,12,24,0,1,0,0
874,-30,6755,0,12,12,24,0,1,0,0
875,2,6755,0,12,12,24,0,1,0,0
876,-30,6770,0,12,12,24,0,1,0,0
877,2,6770,0,12,12,24,0,1,0,0
878,-30,6785,0,12,12,24,0,1,0,0
879,2,6785,0,12,12,24,0,1,0,0
880,-30,6800,0,12,12,24,0,1,0,0
881,2,6800,0,12,12,24,0,1,0,0
882,-30,6815,0,12,12,24,0,1,0,0
883,2,6815,0,12,12,24,0,1,0,0
884,-30,6830,0,12,12,24,0,1,0,0
885,2,6830,0,12,12,24,0,1,0,0
886,-30,6845,0,12,12,24,0,1,0,0
887,2,6845,0,12,12,24,0,1,0,0
888,-30,6860,0,12,12,24,0,1,0,0
889,2,6860,0,12,12,24,0,1,0,0
890,-30,6875,0,12,12,24,0,1,0,0
891,2,6875,0,12,12,24,0,1,0,0
892,-30,6890,0,12,12,24,0,1,0,0
893,2,6890,0,12,12,24,0,1,0,0
894,-30,6905,0,12,12,24,0,1,0,0
895,2,6905,0,12,12,24,0,1,0,0
896,-30,6920,0,12,12,24,0,1,0,0
897,2,6920,0,12,12,24,0,1,0,0
898,-30,6935,0,12,12,24,0,1,0,0
899,2,6935,0,12,12,24,0,1,0,0
900,-30,6950,0,12,12,24,0,1,0,0
901,2,6950,0,12,12,24,0,1,0,0
902,-30,6965,0,12,12,24,0,1,0,0
903,2,6965,0,12,12,24,0,1,0,0
904,-30,6980,0,12,12,24,0,1,0,0
905,2,6980,0,12,12,24,0,1,0,0
906,-30,6995,0,12,12,24,0,1,0,0
907,2,6995,0,12,12,24,0,1,0,0
908,-30,7010,0,12,12,24,0,1,0,0
909,2,7010,0,12,12,24,0,1,0,0
910,-30,7025,0,12,12,24,0,1,0,0
911,2,7025,0,12,12,24,0,1,0,0
912,-30,7040,0,12,12,24,0,1,0,0
913,2,7040,0,12,12,24,0,1,0,0
914,-30,7055,0,12,12,24,0,1,0,0
915,2,7055,0,12,12,24,0,1,0,0
916,-30,7070,0,12,12,24,0,1,0,0
917,2,7070,0,12,12,24,0,1,0,0
918,-30,7085,0,12,12,24,0,1,0,0
919,2,7085,0,12,12,24,0,1,0,0
920,-30,7100,0,12,12,24,0,1,0,0
921,2,7100,0,12,12,24,0,1,0,0
922,-30,7115,0,12,12,24,0,1,0,0
923,2,7115,0,12,12,24,0,1,0,0
924,-30,7130,0,12,12,24,0,1,0,0
925,2,7130,0,12,12,24,0,1,0,0
926,-30,7145,0,12,12,24,0,1,0,0
927,2,7145,0,12,12,24,0,1,0,0
928,-30,7160,0,12,12,24,0,1,0,0
929,2,7160,0,12,12,24,0,1,0,0
930,-30,7175,0,12,12,24,0,1,0,0
931,2,7175,0,12,12,24,0,1,0,0
932,-30,7190,0,12,12,24,0,1,0,0
933,2,7190,0,12,12,24,0,1,0,0
934,-30,7205,0,12,12,24,0,1,0,0
935,2,7205,0,12,12,24,0,1,0,0
936,-30,7220,0,12,12,24,0,1,0,0
937,2,7220,0,12,12,24,0,1,0,0
938,-30,7235,0,12,12,24,0,1,0,0
939,2,7235,0,12,12,24,0,1,0,0
940,-30,7250,0,12,12,24,0,1,0,0
941,2,7250,0,12,12,24,0,1,0,0
942,-30,7265,0,12,12,24,0,1,0,0
943,2,7265,0,12,12,24,0,1,0,0
944,-30,7280,0,12,12,24,0,1,0,0
945,2,7280,0,12,12,24,0,1,0,0
946,-30,7295,0,12,12,24,0,1,0,0
947,2,7295,0,12,12,24,0,1,0,0
948,-30,7310,0,12,12,24,0,1,0,0
949,2,7310,0,12,12,24,0,1,0,0
950,-30,7325,0,12,12,24,0,1,0,0
951,2,7325,0,12,12,24,0,1,0,0
952,-30,7340,0,12,12,24,0,1,0,0
953,2,7340,0,12,12,24,0,1,0,0
954,-30,7355,0,12,12,24,0,1,0,0
955,2,7355,0,12,12,24,0,1,0,0
956,-30,7370,0,12,12,24,0,1,0,0
957,2,7370,0,12,12,24,0,1,0,0
958,-30,7385,0,12,12,24,0,1,0,0
959,2,7385,0,12,12,24,0,1,0,0
960,-30,7400,0,12,12,24,0,1,0,0
961,2,7400,0,12,12,24,0,1,0,0
962,-30,7415,0,12,12,24,0,1,0,0
963,2,7415,0,12,12,24,0,1,0,0
964,-30,7430,0,12,12,24,0,1,0,0
965,2,7430,0,12,12,24,0,1,0,0
966,-30,7445,0,12,12,24,0,1,0,0
967,2,7445,0,12,12,24,0,1,0,0
968,-30,7460,0,12,12,24,0,1,0,0
969,2,7460,0,12,12,24,0,1,0,0
970,-30,7475,0,12,12,24,0,1,0,0
971,2,7475,0,12,12,24,0,1,0,0
972,-30,7490,0,12,12,24,0,1,0,0
973,2,7490,0,12,12,24,0,1,0,0
974,-30,7505,0,12,12,24,0,1,0,0
975,2,7505,0,12,12,24,0,1,0,0
976,-30,7520,0,12,12,24,0,1,0,0
977,2,7520,0,12,12,24,0,1,0,0
978,-30,7535,0,12,12,24,0,1,0,0
979,2,7535,0,12,12,24,0,1,0,0
980,-30,7550,0,12,12,24,0,1,0,0
981,2,7550,0,12,12,24,0,1,0,0
982,-30,7565,0,12,12,24,0,1,0,0
983,2,7565,0,12,12,24,0,1,0,0
984,-30,7580,0,12,12,24,0,1,0,0
985,2,7580,0,12,12,24,0,1,0,0
986,-30,7595,0,12,12,24,0,1,0,0
987,2,7595,0,12,12,24,0,1,0,0
988,-30,7610,0,12,12,24,0,1,0,0
989,2,7610,0,12,12,24,0,1,0,0
990,-30,7625,0,12,12,24,0,1,0,0
991,2,7625,0,12,12,24,0,1,0,0
992,-30,7640,0,12,12,24,0,1,0,0
993,2,7640,0,12,12,24,0,1,0,0
994,-30,7655,0,12,12,24,0,1,0,0
995,2,7655,0,12,12,24,0,1,0,0
996,-30,7670,0,12,12,24,0,1,0,0
997,2,7670,0,12,12,24,0,1,0,0
998,-30,7685,0,12,12,24,0,1,0,0
999,2,7685,0,12,12,24,0,1,0,0
1000,-30,7700,0,12,12,24,0,1,0,0
1001,2,7700,0,12,12,24,0,1,0,0
1002,-30,7715,0,12,12,24,0,1,0,0
1003,2,7715,0,12,12,24,0,1,0,0
1004,-30,7730,0,12,12,24,0,1,0,0
1005,2,7730,0,12,12,24,0,1,0,0
1006,-30,7745,0,12,12,24,0,1,0,0
1007,2,7745,0,12,12,24,0,1,0,0
1008,-30,7760,0,12,12,24,0,1,0,0
1009,2,7760,0,12,12,24,0,1,0,0
1010,-30,7775,0,12,12,24,0,1,0,0
1011,2,7775,0,12,12,24,0,1,0,0
1012,-30,7790,0,12,12,24,0,1,0,0
1013,2,7790,0,12,12,24,0,1,0,0
1014,-30,7805,0,12,12,24,0,1,0,0
1015,2,7805,0,12,12,24,0,1,0,0
1016,-30,7820,0,12,12,24,0,1,0,0
1017,2,7820,0,12,12,24,0,1,0,0
1018,-30,7835,0,12,12,24,0,1,0,0
1019,2,7835,0,12,12,24,0,1,0,0
1020,-30,7850,0,12,12,24,0,1,0,0
1021,2,7850,0,12,12,24,0,1,0,0
1022,-30,7865,0,12,12,24,0,1,0,0
1023,2,7865,0,12,12,24,0,1,0,0
1024,-30,7880,0,12,12,24,0,1,0,0
1025,2,7880,0,12,12,24,0,1,0,0
1026,-30,7895,0,12,12,24,0,1,0,0
1027,2,7895,0,12,12,24,0,1,0,0
1028,-30,7910,0,12,12,24,0,1,0,0
1029,2,7910,0,12,12,24,0,1,0,0
1030,-30,7925,0,12,12,24,0,1,0,0
1031,2,7925,0,12,12,24,0,1,0,0
1032,-30,7940,0,12,12,24,0,1,0,0
1033,2,7940,0,12,12,24,0,1,0,0
1034,-30,7955,0,12,12,24,0,1,0,0
1035,2,7955,0,12,12,24,0,1,0,0
1036,-30,7970,0,12,12,24,0,1,0,0
1037,2,7970,0,12,12,24,0,1,0,0
1038,-30,7985,0,12,12,24,0,1,0,0
1039,2,7985,0,12,12,24,0,1,0,0
1040,-30,8000,0,12,12,24,0,1,0,0
1041,2,8000,0,12,12,24,0,1,0,0
1042,-30,8015,0,12,12,24,0,1,0,0
1043,2,8015,0,12,12,24,0,1,0,0
1044,-30,8030,0,12,12,24,0,1,0,0
1045,2,8030,0,12,12,24,0,1,0,0
1046,-30,8045,0,12,12,24,0,1,0,0
1047,2,8045,0,12,12,24,0,1,0,0
1048,-30,8060,0,12,12,24,0,1,0,0
1049,2,8060,0,12,12,24,0,1,0,0
1050,-30,8075,0,12,12,24,0,1,0,0
1051,2,8075,0,12,12,24,0,1,0,0
1052,-30,8090,0,12,12,24,0,1,0,0
1053,2,8090,0,12,12,24,0,1,0,0
1054,-30,8105,0,12,12,24,0,1,0,0
1055,2,8105,0,12,12,24,0,1,0,0
1056,-30,8120,0,12,12,24,0,1,0,0
1057,2,8120,0,12,12,24,0,1,0,0
1058,-30,8135,0,12,12,24,0,1,0,0
1059,2,8135,0,12,12,24,0,1,0,0
1060,-30,8150,0,12,12,24,0,1,0,0
1061,2,8150,0,12,12,24,0,1,0,0
1062,-30,8165,0,12,12,24,0,1,0,0
1063,2,8165,0,12,12,24,0,1,0,0
1064,-30,8180,0,12,12,24,0,1,0,0
1065,2,8180,0,12,12,24,0,1,0,0
1066,-30,8195,0,12,12,24,0,1,0,0
1067,2,8195,0,12,12,24,0,1,0,0
1068,-30,8210,0,12,12,24,0,1,0,0
1069,2,8210,0,12,12,24,0,1,0,0
1070,-30,8225,0,12,12,24,0,1,0,0
1071,2,8225,0,12,12,24,0,1,0,0
1072,-30,8240,0,12,12,24,0,1,0,0
1073,2,8240,0,12,12,24,0,1,0,0
1074,-30,8255,0,12,12,24,0,1,0,0
1075,2,8255,0,12,12,24,0,1,0,0
1076,-30,8270,0,12,12,24,0,1,0,0
1077,2,8270,0,12,12,24,0,1,0,0
1078,-30,8285,0,12,12,24,0,1,0,0
1079,2,8285,0,12,12,24,0,1,0,0
1080,-30,8300,0,12,12,24,0,1,0,0
1081,2,8300,0,12,12,24,0,1,0,0
1082,-30,8315,0,12,12,24,0,1,0,0
1083,2,8315,0,12,12,24,0,1,0,0
1084,-30,8330,0,12,12,24,0,1,0,0
1085,2,8330,0,12,12,24,0,1,0,0
1086,-30,8345,0,12,12,24,0,1,0,0
1087,2,8345,0,12,12,24,0,1,0,0
1088,-30,8360,0,12,12,24,0,1,0,0
1089,2,8360,0,12,12,24,0,1,0,0
1090,-30,8375,0,12,12,24,0,1,0,0
1091,2,8375,0,12,12,24,0,1,0,0
1092,-30,8390,0,12,12,24,0,1,0,0
1093,2,8390,0,12,12,24,0,1,0,0
1094,-30,8405,0,12,12,24,0,1,0,0
1095,2,8405,0,12,12,24,0,1,0,0
1096,-30,8420,0,12,12,24,0,1,0,0
1097,2,8420,0,12,12,24,0,1,0,0
1098,-30,8435,0,12,12,24,0,1,0,0
1099,2,8435,0,12,12,24,0,1,0,0
1100,-30,8450,0,12,12,24,0,1,0,0
1101,2,8450,0,12,12,24,0,1,0,0
1102,-30,8465,0,12,12,24,0,1,0,0
1103,2,8465,0,12,12,24,0,1,0,0
1104,-30,8480,0,12,12,24,0,1,0,0
1105,2,8480,0,12,12,24,0,1,0,0
1106,-30,8495,0,12,12,24,0,1,0,0
1107,2,8495,0,12,12,24,0,1,0,0
1108,-30,8510,0,12,12,24,0,1,0,0
1109,2,8510,0,12,12,24,0,1,0,0
1110,-30,8525,0,12,12,24,0,1,0,0
1111,2,8525,0,12,12,24,0,1,0,0
1112,-30,8540,0,12,12,24,0,1,0,0
1113,2,8540,0,12,12,24,0,1,0,0
1114,-30,8555,0,12,12,24,0,1,0,0
1115,2,8555,0,12,12,24,0,1,0,0
1116,-30,8570,0,12,12,24,0,1,0,0
1117,2,8570,0,12,12,24,0,1,0,0
1118,-30,8585,0,12,12,24,0,1,0,0
1119,2,8585,0,12,12,24,0,1,0,0
1120,-30,8600,0,12,12,24,0,1,0,0
1121,2,8600,0,12,12,24,0,1,0,0
1122,-30,8615,0,12,12,24,0,1,0,0
1123,2,8615,0,12,12,24,0,1,0,0
1124,-30,8630,0,12,12,24,0,1,0,0
1125,2,8630,0,12,12,24,0,1,0,0
1126,-30,8645,0,12,12,24,0,1,0,0
1127,2,8645,0,12,12,24,0,1,0,0
1128,-30,8660,0,12,12,24,0,1,0,0
1129,2,8660,0,12,12,24,0,1,0,0
1130,-30,8675,0,12,12,24,0,1,0,0
1131,2,8675,0,12,12,24,0,1,0,0
1132,-30,8690,0,12,12,24,0,1,0,0
1133,2,8690,0,12,12,24,0,1,0,0
1134,-30,8705,0,12,12,24,0,1,0,0
1135,2,8705,0,12,12,24,0,1,0,0
1136,-30,8720,0,12,12,24,0,1,0,0
1137,2,8720,0,12,12,24,0,1,0,0
1138,-30,8735,0,12,12,24,0,1,0,0
1139,2,8735,0,12,12,24,0,1,0,0
1140,-30,8750,0,12,12,24,0,1,0,0
1141,2,8750,0,12,12,24,0,1,0,0
1142,-30,8765,0,12,12,24,0,1,0,0
1143,2,8765,0,12,12,24,0,1,0,0
1144,-30,8780,0,12,12,24,0,1,0,0
1145,2,8780,0,12,12,24,0,1,0,0
1146,-30,8795,0,12,12,24,0,1,0,0
1147,2,8795,0,12,12,24,0,1,0,0
1148,-30,8810,0,12,12,24,0,1,0,0
1149,2,8810,0,12,12,24,0,1,0,0
1150,-30,8825,0,12,12,24,0,1,0,0
1151,2,8825,0,12,12,24,0,1,0,0
1152,-30,8840,0,12,12,24,0,1,0,0
1153,2,8840,0,12,12,24,0,1,0,0
1154,-30,8855,0,12,12,24,0,1,0,0
1155,2,8855,0,12,12,24,0,1,0,0
1156,-30,8870,0,12,12,24,0,1,0,0
1157,2,8870,0,12,12,24,0,1,0,0
1158,-30,8885,0,12,12,24,0,1,0,0
1159,2,8885,0,12,12,24,0,1,0,0
1160,-30,8900,0,12,12,24,0,1,0,0
1161,2,8900,0,12,12,24,0,1,0,0
1162,-30,8915,0,12,12,24,0,1,0,0
1163,2,8915,0,12,12,24,0,1,0,0
1164,-30,8930,0,12,12,24,0,1,0,0
1165,2,8930,0,12,12,24,0,1,0,0
1166,-30,8945,0,12,12,24,0,1,0,0
1167,2,8945,0,12,12,24,0,1,0,0
1168,-30,8960,0,12,12,24,0,1,0,0
1169,2,8960,0,12,12,24,0,1,0,0
1170,-30,8975,0,12,12,24,0,1,0,0
1171,2,8975,0,12,12,24,0,1,0,0
1172,-30,8990,0,12,12,24,0,1,0,0
1173,2,8990,0,12,12,24,0,1,0,0
1174,-30,9005,0,12,12,24,0,1,0,0
1175,2,9005,0,12,12,24,0,1,0,0
1176,-30,9020,0,12,12,24,0,1,0,0
1177,2,9020,0,12,12,24,0,1,0,0
1178,-30,9035,0,12,12,24,0,1,0,0
